triple,sources,config,manifest,inputs
<https://w3id.org/presalt-onto#Halokinesis> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:62""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Halokinesis> <http://www.w3.org/2000/01/rdf-schema#comment> ""Halokinesis is a salt-tectonic deformation process that involves the flow and redistribution of evaporite layers under differential loading, generating structures such as diapirs, canopies, and salt windows. In the Santos Basin pre-salt system, it is a major control on basin restructuring and the structural styles of petroleum systems, influencing trap geometry, seal configuration, and hydrocarbon migration pathways through or around the salt section.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:62""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Halokinesis> <http://www.w3.org/2000/01/rdf-schema#label> ""Halokinesis""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:62""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Halokinesis> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000002> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:62""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HangingWall> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:24""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HangingWall> <http://www.w3.org/2000/01/rdf-schema#comment> ""Hanging wall is the block of rock above a fault surface that, in extensional pre-salt settings, commonly subsides relative to the footwall along normal faults. In the Brazilian Pre-Salt, the hanging wall commonly hosts growth wedges, syn-rift thickening, and hanging-wall folds generated by fault displacement variations, segment linkage, or later tectonic inversion.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:24""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HangingWall> <http://www.w3.org/2000/01/rdf-schema#label> ""Hanging Wall""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:24""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HangingWall> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#FaultBlock> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:24""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Hauterivian> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#NamedIndividual> .,"[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:13""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Hauterivian> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000003> .,"[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:13""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Hauterivian> <http://www.w3.org/2000/01/rdf-schema#comment> ""Hauterivian is a named individual.""@en .","[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:13""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Hauterivian> <http://www.w3.org/2000/01/rdf-schema#label> ""Hauterivian""@en .","[""input:evaluation_study/inputs/approved_run/validate_instances.csv:row:13""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Horst> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:70""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Horst> <http://www.w3.org/2000/01/rdf-schema#comment> ""Horst is a fault-bounded structural high that remains relatively uplifted or less subsided than adjacent grabens or half-grabens during extensional deformation. In the Brazilian Pre-Salt, horsts commonly occur as elongated basement highs, locally asymmetric or S-shaped, flanked by half-grabens and grabens and controlled by planar and listric normal faults. These highs help define the rift structural architecture and compartmentalize nearby depocenters and reservoirs.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:70""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Horst> <http://www.w3.org/2000/01/rdf-schema#label> ""Horst""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:70""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Horst> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#StructuralHigh> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:70""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrocarbonReservoir> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:209"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:16"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:17""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HydrocarbonReservoir> <http://www.w3.org/2000/01/rdf-schema#comment> ""Hydrocarbon reservoir is a subsurface rock body that contains and transmits accumulated hydrocarbons because it has sufficient porosity, permeability, and trapping conditions. In the Brazilian Pre-Salt, these reservoirs are commonly lacustrine carbonate bodies whose quality and connectivity are strongly controlled by depositional facies, diagenetic alteration, fractures, vugs, and compartmentalization.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:16""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HydrocarbonReservoir> <http://www.w3.org/2000/01/rdf-schema#label> ""Hydrocarbon Reservoir""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:16""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrocarbonReservoir> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:16""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrocarbonReservoir> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb267fa9f04ac5c260a3a8c24906877590d0cf17b4aefa40d8acbae0cd39190bec3 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:246""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrocarbonReservoir> <http://www.w3.org/2002/07/owl#equivalentClass> _:cb924fbc5478e8ef11c4e36009a1a6ea5e4a1bc1292dd995859b5ac1d4a94c5f2e .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:3""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Hydrocarbongenerationdisposition> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:194""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Hydrocarbongenerationdisposition> <http://www.w3.org/2000/01/rdf-schema#comment> ""A disposition that is borne by a sedimentary rock containing sufficient organic matter and realized in hydrocarbon generation during burial and thermal maturation.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:194""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Hydrocarbongenerationdisposition> <http://www.w3.org/2000/01/rdf-schema#label> ""HydrocarbonGenerationDisposition""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:194""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Hydrocarbongenerationdisposition> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://purl.obolibrary.org/obo/BFO_0000016> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:194""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Hydrocarbonreservoirdisposition> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:195""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Hydrocarbonreservoirdisposition> <http://www.w3.org/2000/01/rdf-schema#comment> ""A disposition that is borne by a sedimentary rock with sufficient porosity and permeability to store hydrocarbons and allow their flow through a subsurface reservoir.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:195""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Hydrocarbonreservoirdisposition> <http://www.w3.org/2000/01/rdf-schema#label> ""HydrocarbonReservoirDisposition""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:195""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Hydrocarbonreservoirdisposition> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://purl.obolibrary.org/obo/BFO_0000016> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:195""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Hydrocarbonreservoirrole> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:190""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Hydrocarbonreservoirrole> <http://www.w3.org/2000/01/rdf-schema#comment> ""A role that is borne by a subsurface body of rock that contains and transmits accumulated hydrocarbons because it has sufficient porosity, permeability, and trapping conditions.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:190""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#Hydrocarbonreservoirrole> <http://www.w3.org/2000/01/rdf-schema#label> ""HydrocarbonReservoirRole""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:190""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Hydrocarbonreservoirrole> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://purl.obolibrary.org/obo/BFO_0000023> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:190""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#Hydrocarbonreservoirrole> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb243bc671a3043ba4258049978322ae81d7a536be063d028043cd1112977dae3a7 .,"[""pipeline:src.modules.emit.owl_exporter:companion_axioms""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrothermalAlteration> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:80"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:49""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HydrothermalAlteration> <http://www.w3.org/2000/01/rdf-schema#comment> ""Hydrothermal alteration is a diagenetic process that modifies pre-existing carbonate rocks through the circulation of hot fluids, producing physicochemical changes and characteristic hydrothermal mineral precipitates. In Brazilian Pre-Salt reservoirs, it is commonly linked to fault-controlled fluid flow and is recognized by minerals such as macrocrystalline calcite, saddle dolomite, barite, celestine, and fluorite, locally also promoting dissolution and karstic porosity.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:49""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HydrothermalAlteration> <http://www.w3.org/2000/01/rdf-schema#label> ""Hydrothermal Alteration""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:49""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrothermalAlteration> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#DiageneticProcess> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:49""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrothermalAlteration> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb1c8df1030408f0233ed558bc504eb216838b15031062aeadfeea2326c6e2227b5 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:111""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrothermalAlteration> <http://www.w3.org/2002/07/owl#equivalentClass> _:cbe7d63dc78c0478a7237637b81d4deb8dd183e0c37485413e22b89ca895772bf9 .,"[""input:evaluation_study/inputs/approved_run/validate_defined_classes.csv:row:13""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrothermalFluid> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:6""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HydrothermalFluid> <http://www.w3.org/2000/01/rdf-schema#comment> ""Hydrothermal fluid is a hot aqueous fluid that circulates through the crust at elevated temperatures and pressures, redistributing heat and mass and altering preexisting rocks. In Brazilian pre-salt carbonates, it commonly migrates along faults and fractures, may mix with lake water, precipitates minerals such as macrocrystalline calcite, saddle dolomite, barite, celestine, fluorite, and quartz, and can promote dissolution, hydraulic brecciation, and hypogenic karst porosity.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:6""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HydrothermalFluid> <http://www.w3.org/2000/01/rdf-schema#label> ""Hydrothermal Fluid""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:6""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrothermalFluid> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000009> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:6""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
